Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Sales
FDT19,,reg,0.253948,Fruits and Vegetables,174.608,OUT019,1985,Small,Tier 1,Grocery Store,1963.79
FDO11,8,Regular,0.0303263,Breads,251.009,OUT045,2002,,Tier 2,Supermarket Type1,5392.41
FDH24,,Low Fat,0.0213274,Baking Goods,157.829,OUT027,1985,Medium,Tier 3,Supermarket Type3,1661.05
FDL02,20,Regular,0.104507,Canned,107.662,OUT018,2009,Medium,Tier 3,Supermarket Type2,1825.96
FDB02,9.695,Regular,0.0292096,Canned,176.037,OUT049,1999,Medium,Tier 1,Supermarket Type1,3500.2
FDA43,10.895,Low Fat,0.0646757,Fruits and Vegetables,195.579,OUT046,1997,Small,Tier 1,Supermarket Type1,2265.75
FDG52,13.65,Low Fat,0.0657639,Frozen Foods,46.4402,OUT045,2002,,Tier 2,Supermarket Type1,644.453
DRC12,17.85,Low Fat,0.0377954,Soft Drinks,189.519,OUT013,1987,High,Tier 3,Supermarket Type1,2215.58
FDY37,17,Regular,0.0266771,Canned,142.047,OUT018,2009,Medium,Tier 3,Supermarket Type2,2555.6
NCU18,15.1,Low Fat,0.0559533,Household,141.55,OUT045,2002,,Tier 2,Supermarket Type1,2478.22
FDU09,7.71,Regular,0.0665845,Snack Foods,56.0956,OUT035,2004,Small,Tier 2,Supermarket Type1,1341.49
DRJ25,,Low Fat,0.149838,Soft Drinks,49.3692,OUT027,1985,Medium,Tier 3,Supermarket Type3,769.053
DRE12,4.59,Low Fat,0.0710689,Soft Drinks,113.086,OUT018,2009,Medium,Tier 3,Supermarket Type2,915.211
DRL47,19.7,Low Fat,0.0389559,Hard Drinks,125.136,OUT017,2007,,Tier 2,Supermarket Type1,1452.06
DRK01,7.63,low fat,0.0610643,Soft Drinks,95.9436,OUT046,1997,Small,Tier 1,Supermarket Type1,1536.7
FDC22,,Regular,0.238869,Snack Foods,191.382,OUT019,1985,Small,Tier 1,Grocery Store,1465.58
FDG44,6.13,Low Fat,0.102106,Fruits and Vegetables,52.9298,OUT013,1987,High,Tier 3,Supermarket Type1,989.633
FDW04,8.985,Regular,0.0578162,Frozen Foods,130.331,OUT035,2004,Small,Tier 2,Supermarket Type1,1541.16
FDK09,15.2,Low Fat,0.091906,Snack Foods,227.935,OUT049,1999,Medium,Tier 1,Supermarket Type1,2685.91
NCN43,12.15,Low Fat,0.00675846,Others,121.973,OUT035,2004,Small,Tier 2,Supermarket Type1,2434.81
FDG04,13.1,Low Fat,0.00607214,Frozen Foods,187.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,2948.46
FDH32,12.8,Low Fat,0.127309,Fruits and Vegetables,94.741,OUT010,1998,,Tier 3,Grocery Store,205.485
DRI47,14.7,Low Fat,0.0210385,Hard Drinks,145.713,OUT017,2007,,Tier 2,Supermarket Type1,2680.19
DRE15,13.35,Low Fat,0.0177706,Dairy,75.3012,OUT013,1987,High,Tier 3,Supermarket Type1,1405.73
FDY11,6.71,Regular,0.0295549,Baking Goods,67.8142,OUT035,2004,Small,Tier 2,Supermarket Type1,1114.97
FDO60,20,Low Fat,0.034423,Baking Goods,44.4086,OUT049,1999,Medium,Tier 1,Supermarket Type1,907.101
FDQ20,8.325,Low Fat,0.0299062,Fruits and Vegetables,41.1138,OUT018,2009,Medium,Tier 3,Supermarket Type2,141.599
FDO57,,Low Fat,0.108184,Snack Foods,161.258,OUT027,1985,Medium,Tier 3,Supermarket Type3,2275.65
FDT14,,Regular,0.223634,Dairy,119.944,OUT019,1985,Small,Tier 1,Grocery Store,791.47
FDA57,18.85,Low Fat,0.0397052,Snack Foods,40.348,OUT049,1999,Medium,Tier 1,Supermarket Type1,810.804
DRN35,8.01,Low Fat,0.0706449,Hard Drinks,35.8532,OUT017,2007,,Tier 2,Supermarket Type1,1055.35
FDJ03,12.35,Regular,0.0723949,Dairy,50.3692,OUT046,1997,Small,Tier 1,Supermarket Type1,1210.95
FDX28,6.325,Low Fat,0.125886,Frozen Foods,101.204,OUT017,2007,,Tier 2,Supermarket Type1,1874.97
DRE25,15.35,Low Fat,0.0734318,Soft Drinks,91.312,OUT045,2002,,Tier 2,Supermarket Type1,1524.7
FDR09,18.25,Low Fat,0.0777246,Snack Foods,260.296,OUT046,1997,Small,Tier 1,Supermarket Type1,2872.19
FDB23,19.2,Regular,0.00558755,Starchy Foods,226.306,OUT035,2004,Small,Tier 2,Supermarket Type1,4406.09
FDO08,11.1,Regular,0.0538844,Fruits and Vegetables,163.853,OUT045,2002,,Tier 2,Supermarket Type1,2082.4
FDQ23,6.55,Low Fat,0.024564,Breads,100.933,OUT049,1999,Medium,Tier 1,Supermarket Type1,2143.64
FDW04,8.985,Regular,0.057779,Frozen Foods,130.331,OUT013,1987,High,Tier 3,Supermarket Type1,1444.25
DRK13,11.8,Low Fat,0.192767,Soft Drinks,198.108,OUT010,1998,,Tier 3,Grocery Store,1891.2
NCL17,,LF,0.0674515,Health and Hygiene,142.081,OUT027,1985,Medium,Tier 3,Supermarket Type3,2603.53
FDY21,15.1,Low Fat,0.173449,Snack Foods,194.611,OUT035,2004,Small,Tier 2,Supermarket Type1,3939.51
FDJ38,,Regular,0,Canned,189.053,OUT027,1985,Medium,Tier 3,Supermarket Type3,3585.71
FDA37,,Regular,0.0966949,Canned,126.505,OUT019,1985,Small,Tier 1,Grocery Store,743.869
FDV43,16,Low Fat,0.0767917,Fruits and Vegetables,44.5086,OUT013,1987,High,Tier 3,Supermarket Type1,459.769
FDL36,15.1,Low Fat,0.0760755,Baking Goods,91.683,OUT046,1997,Small,Tier 1,Supermarket Type1,1367.31
FDD53,16.2,Low Fat,0.0443122,Frozen Foods,40.9454,OUT045,2002,,Tier 2,Supermarket Type1,1215.65
FDZ19,6.425,Low Fat,0.156424,Fruits and Vegetables,176.371,OUT010,1998,,Tier 3,Grocery Store,173.873
FDV21,11.5,Low Fat,0.17143,Snack Foods,125.87,OUT045,2002,,Tier 2,Supermarket Type1,2893.97
NCL54,12.6,Low Fat,0,Household,173.205,OUT018,2009,Medium,Tier 3,Supermarket Type2,2645.94
DRI47,,Low Fat,0.0208189,Hard Drinks,144.413,OUT027,1985,Medium,Tier 3,Supermarket Type3,2316.4
DRG03,14.5,Low Fat,0.0620829,Dairy,155.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,2748.41
FDG21,17.35,Regular,0.146178,Seafood,149.905,OUT013,1987,High,Tier 3,Supermarket Type1,4081.37
FDW03,5.63,Regular,0.0246412,Meat,104.631,OUT018,2009,Medium,Tier 3,Supermarket Type2,1639.58
NCI55,18.6,Low Fat,0.0126536,Household,121.241,OUT046,1997,Small,Tier 1,Supermarket Type1,2173.07
DRC36,,Regular,0.0787627,Soft Drinks,175.605,OUT019,1985,Small,Tier 1,Grocery Store,687.756
FDH22,6.405,LF,0.137072,Snack Foods,128.568,OUT017,2007,,Tier 2,Supermarket Type1,2040.77
FDV20,20.2,Regular,0.0599227,Fruits and Vegetables,127.868,OUT045,2002,,Tier 2,Supermarket Type1,2520.31
NCU41,,Low Fat,0.0518027,Health and Hygiene,192.885,OUT027,1985,Medium,Tier 3,Supermarket Type3,3466.69
FDN46,,Regular,0.143931,Snack Foods,104.333,OUT027,1985,Medium,Tier 3,Supermarket Type3,1957.75
FDK50,7.96,Low Fat,0.0284207,Canned,161.889,OUT045,2002,,Tier 2,Supermarket Type1,3155.13
NCA05,,Low Fat,0.0250089,Health and Hygiene,147.673,OUT027,1985,Medium,Tier 3,Supermarket Type3,1103.09
DRH01,17.5,Low Fat,0.0983028,Soft Drinks,173.474,OUT018,2009,Medium,Tier 3,Supermarket Type2,2880.23
FDT08,13.65,Low Fat,0.049419,Fruits and Vegetables,149.505,OUT018,2009,Medium,Tier 3,Supermarket Type2,2094.24
FDM08,10.1,Regular,0.0538025,Fruits and Vegetables,224.209,OUT018,2009,Medium,Tier 3,Supermarket Type2,3131.88
FDZ07,15.1,Regular,0.0938736,Fruits and Vegetables,60.5194,OUT035,2004,Small,Tier 2,Supermarket Type1,1570.22
FDS22,16.85,Regular,0.0232854,Snack Foods,45.4428,OUT017,2007,,Tier 2,Supermarket Type1,466.442
FDV35,,Low Fat,0.127585,Breads,156.531,OUT027,1985,Medium,Tier 3,Supermarket Type3,2728.91
FDI28,14.3,Low Fat,0.0440571,Frozen Foods,77.9302,OUT010,1998,,Tier 3,Grocery Store,-881.328
FDW58,,Low Fat,0.00751652,Snack Foods,107.662,OUT027,1985,Medium,Tier 3,Supermarket Type3,1174.96
FDT52,9.695,Regular,0.0475258,Frozen Foods,245.214,OUT045,2002,,Tier 2,Supermarket Type1,3502.29
FDY34,10.5,Regular,0.0109819,Snack Foods,164.184,OUT046,1997,Small,Tier 1,Supermarket Type1,2560.21
FDR10,17.6,Low Fat,0.0100399,Snack Foods,160.655,OUT046,1997,Small,Tier 1,Supermarket Type1,2356.06
FDK57,10.195,Low Fat,0.0807471,Snack Foods,120.544,OUT017,2007,,Tier 2,Supermarket Type1,1839.21
FDR02,,Low Fat,0.0219588,Dairy,109.289,OUT027,1985,Medium,Tier 3,Supermarket Type3,1803.59
FDX49,4.615,Regular,0.101832,Canned,234.03,OUT046,1997,Small,Tier 1,Supermarket Type1,4037.05
FDQ20,8.325,Low Fat,0.0297848,Fruits and Vegetables,40.4138,OUT046,1997,Small,Tier 1,Supermarket Type1,466.21
DRK23,8.395,Low Fat,0.0721226,Hard Drinks,252.104,OUT045,2002,,Tier 2,Supermarket Type1,5175.74
NCW06,16.2,Low Fat,0.0503404,Household,191.616,OUT046,1997,Small,Tier 1,Supermarket Type1,2658.04
FDR31,6.46,Regular,0.049441,Fruits and Vegetables,146.41,OUT017,2007,,Tier 2,Supermarket Type1,3067.26
NCE43,12.5,Low Fat,0.103356,Household,168.945,OUT013,1987,High,Tier 3,Supermarket Type1,2953.37
DRO59,,Low Fat,0.053892,Hard Drinks,76.6012,OUT027,1985,Medium,Tier 3,Supermarket Type3,1088.59
FDN09,14.15,Low Fat,0.0349289,Snack Foods,244.483,OUT049,1999,Medium,Tier 1,Supermarket Type1,3059.9
FDR11,10.5,Regular,0.142538,Breads,161.158,OUT046,1997,Small,Tier 1,Supermarket Type1,2740.92
FDO57,20.75,Low Fat,0.10862,Snack Foods,161.958,OUT013,1987,High,Tier 3,Supermarket Type1,2734.45
NCX18,14.15,Low Fat,0.00884373,Household,196.711,OUT017,2007,,Tier 2,Supermarket Type1,3219.3
FDB05,5.155,Low Fat,0.0835373,Frozen Foods,248.878,OUT018,2009,Medium,Tier 3,Supermarket Type2,3142.17
FDQ08,15.7,Regular,0.0190075,Fruits and Vegetables,60.3536,OUT018,2009,Medium,Tier 3,Supermarket Type2,839.588
NCG43,20.2,Low Fat,0.0742254,Household,94.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,1747.92
FDJ56,8.985,Low Fat,0.18325,Fruits and Vegetables,101.87,OUT013,1987,High,Tier 3,Supermarket Type1,1690.61
FDA13,15.85,Low Fat,0.131485,Canned,35.9506,OUT010,1998,,Tier 3,Grocery Store,-1410.08
FDO56,10.195,Regular,0.045237,Fruits and Vegetables,116.381,OUT017,2007,,Tier 2,Supermarket Type1,1668.78
FDB37,20.25,Regular,0,Baking Goods,240.454,OUT018,2009,Medium,Tier 3,Supermarket Type2,3995.29
FDZ02,6.905,Regular,0.0383028,Dairy,96.6726,OUT018,2009,Medium,Tier 3,Supermarket Type2,799.814
FDQ24,15.7,Low Fat,0.0736667,Baking Goods,249.972,OUT046,1997,Small,Tier 1,Supermarket Type1,5055.01
FDM16,8.155,Regular,0.0335275,Frozen Foods,74.0354,OUT013,1987,High,Tier 3,Supermarket Type1,1605.09
FDU35,6.44,Low Fat,0.0793385,Breads,99.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,2101.13
FDT35,19.85,Regular,0.08144,Breads,168.982,OUT035,2004,Small,Tier 2,Supermarket Type1,1943.31
NCX30,16.7,Low Fat,0.026662,Household,247.578,OUT049,1999,Medium,Tier 1,Supermarket Type1,4294.36
FDG04,13.1,Low Fat,0.006097,Frozen Foods,187.29,OUT017,2007,,Tier 2,Supermarket Type1,2972.4
FDI12,9.395,Regular,0.10038,Baking Goods,86.2856,OUT035,2004,Small,Tier 2,Supermarket Type1,1200.89
FDE35,7.06,Regular,0.0438921,Starchy Foods,60.0904,OUT035,2004,Small,Tier 2,Supermarket Type1,1276.73
NCP14,,Low Fat,0.109756,Household,106.031,OUT027,1985,Medium,Tier 3,Supermarket Type3,2343.56
NCY53,20,Low Fat,0.0585999,Health and Hygiene,110.154,OUT045,2002,,Tier 2,Supermarket Type1,1709.53
FDP49,9,Regular,0.0694798,Breakfast,55.1614,OUT017,2007,,Tier 2,Supermarket Type1,768.526
FDQ04,6.4,Low Fat,0.085233,Frozen Foods,42.2796,OUT017,2007,,Tier 2,Supermarket Type1,1435.91
FDM39,6.42,Low Fat,0.0534606,Dairy,178.9,OUT035,2004,Small,Tier 2,Supermarket Type1,3347.73
FDO58,,Low Fat,0.0692945,Snack Foods,162.553,OUT019,1985,Small,Tier 1,Grocery Store,693.231
FDC56,7.72,Low Fat,0.122208,Fruits and Vegetables,119.344,OUT017,2007,,Tier 2,Supermarket Type1,2291.82
NCQ54,17.7,Low Fat,0.0125424,Household,167.447,OUT046,1997,Small,Tier 1,Supermarket Type1,3648.91
FDV10,,Regular,0.066383,Snack Foods,42.6112,OUT027,1985,Medium,Tier 3,Supermarket Type3,690.079
NCK17,11,Low Fat,0.0378948,Health and Hygiene,40.348,OUT046,1997,Small,Tier 1,Supermarket Type1,584.077
NCF55,,Low Fat,0.0215614,Household,36.4874,OUT027,1985,Medium,Tier 3,Supermarket Type3,664.246
FDV33,9.6,Regular,0.0273209,Snack Foods,259.83,OUT013,1987,High,Tier 3,Supermarket Type1,3035.85
NCH29,,Low Fat,0.0603592,Health and Hygiene,96.2726,OUT019,1985,Small,Tier 1,Grocery Store,374.648
FDA37,,Regular,0.0549593,Canned,125.505,OUT027,1985,Medium,Tier 3,Supermarket Type3,2061.68
FDH46,6.935,Regular,0.0414505,Snack Foods,101.933,OUT018,2009,Medium,Tier 3,Supermarket Type2,1068.35
FDS25,6.885,Regular,0.139982,Canned,110.623,OUT035,2004,Small,Tier 2,Supermarket Type1,2217.18
FDH04,,Regular,0.0113179,Frozen Foods,89.7488,OUT027,1985,Medium,Tier 3,Supermarket Type3,1369.79
FDX52,11.5,Regular,0.0420026,Frozen Foods,191.382,OUT046,1997,Small,Tier 1,Supermarket Type1,3207.45
NCD42,16.5,Low Fat,0.0127093,Health and Hygiene,37.1506,OUT017,2007,,Tier 2,Supermarket Type1,629.35
FDW47,15,Low Fat,0.0466375,Breads,121.941,OUT017,2007,,Tier 2,Supermarket Type1,2030.82
FDL25,,Regular,0.130291,Breakfast,92.9804,OUT027,1985,Medium,Tier 3,Supermarket Type3,543.801
NCJ06,20.1,Low Fat,0.0580014,Household,120.378,OUT010,1998,,Tier 3,Grocery Store,-229.383
FDY09,15.6,Low Fat,0.0251792,Snack Foods,173.705,OUT013,1987,High,Tier 3,Supermarket Type1,2014.45
FDS40,15.35,Low Fat,0,Frozen Foods,37.219,OUT046,1997,Small,Tier 1,Supermarket Type1,813.347
FDH41,9,Low Fat,0.0824754,Frozen Foods,215.153,OUT017,2007,,Tier 2,Supermarket Type1,2854.09
FDG38,8.975,Regular,0.0527192,Canned,84.9224,OUT035,2004,Small,Tier 2,Supermarket Type1,1951.98
FDU03,,Regular,0.0911345,Meat,180.629,OUT027,1985,Medium,Tier 3,Supermarket Type3,1970.84
FDV20,20.2,Regular,0.0598014,Fruits and Vegetables,127.968,OUT046,1997,Small,Tier 1,Supermarket Type1,2473.89
DRB13,6.115,Regular,0.00705863,Soft Drinks,190.653,OUT045,2002,,Tier 2,Supermarket Type1,2855.91
NCQ30,7.725,Low Fat,0.0290481,Household,120.241,OUT013,1987,High,Tier 3,Supermarket Type1,1404.2
NCH06,12.3,Low Fat,0.0764907,Household,245.146,OUT013,1987,High,Tier 3,Supermarket Type1,2625.01
FDU50,5.75,Regular,0,Dairy,112.818,OUT018,2009,Medium,Tier 3,Supermarket Type2,984.57
NCO42,,Low Fat,0.0431688,Household,145.21,OUT019,1985,Small,Tier 1,Grocery Store,567.944
FDW09,13.65,Regular,0.0260264,Snack Foods,80.0302,OUT018,2009,Medium,Tier 3,Supermarket Type2,751.233
FDH04,6.115,Regular,0.0113635,Frozen Foods,90.6488,OUT013,1987,High,Tier 3,Supermarket Type1,1511.26
FDC21,14.6,Regular,0.0430459,Fruits and Vegetables,107.725,OUT045,2002,,Tier 2,Supermarket Type1,1648.07
FDL21,15.85,Regular,0.00715753,Snack Foods,40.448,OUT049,1999,Medium,Tier 1,Supermarket Type1,636.743
FDM46,7.365,Low Fat,0.267753,Snack Foods,93.612,OUT010,1998,,Tier 3,Grocery Store,-820.716
FDT22,,Low Fat,0.196268,Snack Foods,60.422,OUT019,1985,Small,Tier 1,Grocery Store,-587.794
FDB28,6.615,Low Fat,0.0933677,Dairy,198.443,OUT035,2004,Small,Tier 2,Supermarket Type1,2578.55
FDI12,9.395,Regular,0.100808,Baking Goods,88.4856,OUT018,2009,Medium,Tier 3,Supermarket Type2,772.311
FDA28,16.1,Regular,0.0478988,Frozen Foods,126.236,OUT045,2002,,Tier 2,Supermarket Type1,2447.06
FDF59,12.5,Low Fat,0.0711847,Starchy Foods,127.902,OUT013,1987,High,Tier 3,Supermarket Type1,1445.29
FDM45,,Regular,0.0877676,Snack Foods,122.276,OUT027,1985,Medium,Tier 3,Supermarket Type3,1866.22
FDQ56,6.59,Low Fat,0.106195,Fruits and Vegetables,83.1908,OUT017,2007,,Tier 2,Supermarket Type1,1781.89
FDR46,16.85,Low Fat,0.139634,Snack Foods,146.076,OUT049,1999,Medium,Tier 1,Supermarket Type1,2706.18
FDT01,13.65,Regular,0.184014,Canned,212.49,OUT013,1987,High,Tier 3,Supermarket Type1,3293.09
FDD16,,Low Fat,0.0361771,Frozen Foods,74.7696,OUT027,1985,Medium,Tier 3,Supermarket Type3,1261.02
NCU30,5.11,Low Fat,0.0583731,Household,161.221,OUT010,1998,,Tier 3,Grocery Store,786.816
FDM40,10.195,Low Fat,0.267702,Frozen Foods,143.715,OUT010,1998,,Tier 3,Grocery Store,82.7215
FDI56,7.325,Low Fat,0.0933677,Fruits and Vegetables,93.1146,OUT035,2004,Small,Tier 2,Supermarket Type1,1990.97
NCS30,5.945,Low Fat,0.0929488,Household,127.565,OUT013,1987,High,Tier 3,Supermarket Type1,2336.78
FDU08,10.3,Low Fat,0.0274699,Fruits and Vegetables,98.9042,OUT017,2007,,Tier 2,Supermarket Type1,860.195
FDX51,,Regular,0.0219519,Meat,195.145,OUT027,1985,Medium,Tier 3,Supermarket Type3,2498.5
FDA43,10.895,Low Fat,0.0648069,Fruits and Vegetables,196.679,OUT045,2002,,Tier 2,Supermarket Type1,2317.01
FDX59,10.195,Low Fat,0.0864704,Breads,33.6558,OUT010,1998,,Tier 3,Grocery Store,-1431.83
FDC37,15.5,Low Fat,0.0330073,Baking Goods,106.094,OUT018,2009,Medium,Tier 3,Supermarket Type2,2273.96
FDP58,11.1,Low Fat,0.13503,Snack Foods,218.948,OUT013,1987,High,Tier 3,Supermarket Type1,3427.96
NCY42,6.38,Low Fat,0.0151597,Household,142.447,OUT035,2004,Small,Tier 2,Supermarket Type1,2698.02
FDF21,10.3,Regular,0.059067,Fruits and Vegetables,189.653,OUT018,2009,Medium,Tier 3,Supermarket Type2,3621.31
FDU10,,Regular,0.0454708,Snack Foods,38.1848,OUT027,1985,Medium,Tier 3,Supermarket Type3,571.338
DRL47,19.7,Low Fat,0.0388946,Hard Drinks,124.736,OUT018,2009,Medium,Tier 3,Supermarket Type2,1075.25
FDA58,9.395,Low Fat,0,Snack Foods,237.693,OUT018,2009,Medium,Tier 3,Supermarket Type2,2124.71
FDJ22,18.75,LF,0.0528923,Snack Foods,192.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.11
FDK50,7.96,LF,0.0283632,Canned,160.489,OUT046,1997,Small,Tier 1,Supermarket Type1,3118.89
FDO38,17.25,Low Fat,0.0728253,Canned,78.1986,OUT035,2004,Small,Tier 2,Supermarket Type1,1184.62
DRF60,10.8,Low Fat,0.0520589,Soft Drinks,239.756,OUT035,2004,Small,Tier 2,Supermarket Type1,4820.76
NCZ42,,Low Fat,0.0197637,Household,236.325,OUT019,1985,Small,Tier 1,Grocery Store,2660.76
FDD35,12.15,Low Fat,0.0259046,Starchy Foods,118.844,OUT049,1999,Medium,Tier 1,Supermarket Type1,2354.61
FDL25,6.92,Regular,0.13119,Breakfast,92.7804,OUT045,2002,,Tier 2,Supermarket Type1,732.424
FDJ16,9.195,Low Fat,0.11479,Frozen Foods,57.3246,OUT013,1987,High,Tier 3,Supermarket Type1,1143
DRK59,8.895,Low Fat,0.0755671,Hard Drinks,234.862,OUT049,1999,Medium,Tier 1,Supermarket Type1,2285.78
FDI50,8.42,Regular,0.0308427,Canned,231.035,OUT046,1997,Small,Tier 1,Supermarket Type1,4246.06
NCB19,6.525,Low Fat,0.0904788,Household,87.1882,OUT045,2002,,Tier 2,Supermarket Type1,1638.45
DRI37,15.85,Low Fat,0.107578,Soft Drinks,59.8904,OUT035,2004,Small,Tier 2,Supermarket Type1,1083.25
FDA14,,Low Fat,0.0648676,Dairy,147.876,OUT027,1985,Medium,Tier 3,Supermarket Type3,1335.59
FDC08,19,Regular,0.103871,Fruits and Vegetables,227.772,OUT018,2009,Medium,Tier 3,Supermarket Type2,2626.44
FDS45,5.175,Regular,0.029496,Snack Foods,104.562,OUT046,1997,Small,Tier 1,Supermarket Type1,2442.13
FDI21,5.59,Regular,0.0566908,Snack Foods,63.4168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1316.57
DRJ47,18.25,Low Fat,0.0442419,Hard Drinks,174.308,OUT035,2004,Small,Tier 2,Supermarket Type1,2017.27
DRE37,,Low Fat,0.0937633,Soft Drinks,188.887,OUT027,1985,Medium,Tier 3,Supermarket Type3,2096.12
FDT55,13.6,Regular,0.043833,Fruits and Vegetables,158.095,OUT018,2009,Medium,Tier 3,Supermarket Type2,2864.68
NCG42,,Low Fat,0.0410282,Household,129.131,OUT027,1985,Medium,Tier 3,Supermarket Type3,1476.35
FDA31,7.1,Low Fat,0.110183,Fruits and Vegetables,171.208,OUT049,1999,Medium,Tier 1,Supermarket Type1,2332.3
NCW42,18.2,Low Fat,0,Household,222.046,OUT046,1997,Small,Tier 1,Supermarket Type1,3537.7
FDF50,4.905,Low Fat,0.117994,Canned,195.277,OUT017,2007,,Tier 2,Supermarket Type1,2908.66
FDK56,9.695,Low Fat,0.1302,Fruits and Vegetables,186.79,OUT049,1999,Medium,Tier 1,Supermarket Type1,3088.62
FDX10,6.385,Regular,0.123687,Snack Foods,36.8874,OUT035,2004,Small,Tier 2,Supermarket Type1,371.675
NCK07,,Low Fat,0.0484509,Others,163.353,OUT027,1985,Medium,Tier 3,Supermarket Type3,2180.79
FDZ49,11,Regular,0.133899,Canned,222.08,OUT017,2007,,Tier 2,Supermarket Type1,2510.27
FDR33,7.31,Low Fat,0.0267666,Snack Foods,108.657,OUT013,1987,High,Tier 3,Supermarket Type1,1962.71
FDO44,12.6,Low Fat,0,Fruits and Vegetables,110.823,OUT018,2009,Medium,Tier 3,Supermarket Type2,1320.25
FDA20,6.78,Low Fat,0.0666211,Fruits and Vegetables,186.624,OUT046,1997,Small,Tier 1,Supermarket Type1,2953.73
NCL30,18.1,Low Fat,0.0490397,Household,127.834,OUT045,2002,,Tier 2,Supermarket Type1,1717.05
FDI05,,Regular,0.222132,Frozen Foods,74.4354,OUT019,1985,Small,Tier 1,Grocery Store,59.8568
FDQ12,12.65,Low Fat,0.035555,Baking Goods,228.501,OUT018,2009,Medium,Tier 3,Supermarket Type2,1828.16
FDH47,13.5,Regular,0,Starchy Foods,95.8068,OUT017,2007,,Tier 2,Supermarket Type1,1700.95
FDH34,8.63,Low Fat,0.0312219,Snack Foods,185.858,OUT018,2009,Medium,Tier 3,Supermarket Type2,3941.58
FDF29,15.1,Regular,0.0199342,Frozen Foods,131.431,OUT046,1997,Small,Tier 1,Supermarket Type1,2289.08
FDG40,13.65,Low Fat,0.0399866,Frozen Foods,34.3558,OUT018,2009,Medium,Tier 3,Supermarket Type2,799.761
NCE18,10,Low Fat,0.0215465,Household,249.175,OUT017,2007,,Tier 2,Supermarket Type1,4424.2
FDP21,7.42,Regular,0.0430849,Snack Foods,189.187,OUT010,1998,,Tier 3,Grocery Store,1757.53
FDY50,5.8,Low Fat,0.130847,Dairy,88.6172,OUT013,1987,High,Tier 3,Supermarket Type1,1645.68
FDB36,5.465,Regular,0,Baking Goods,129.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,1825.92
NCZ29,15,Low Fat,0.0714824,Health and Hygiene,127.236,OUT049,1999,Medium,Tier 1,Supermarket Type1,2173.14
FDU20,19.35,Regular,0.021545,Fruits and Vegetables,119.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,1867.26
FDO56,10.195,Regular,0.0449451,Fruits and Vegetables,117.781,OUT013,1987,High,Tier 3,Supermarket Type1,1639.99
FDW31,11.35,Regular,0.0432252,Fruits and Vegetables,197.774,OUT049,1999,Medium,Tier 1,Supermarket Type1,2148.19
DRH59,10.8,Low Fat,0.0583848,Hard Drinks,74.838,OUT013,1987,High,Tier 3,Supermarket Type1,1315.8
NCB30,14.6,Low Fat,0.0258484,Household,197.508,OUT017,2007,,Tier 2,Supermarket Type1,3066.29
FDK43,,Low Fat,0.0267108,Meat,127.902,OUT027,1985,Medium,Tier 3,Supermarket Type3,1820.57
FDW43,20.1,Regular,0.0224707,Fruits and Vegetables,229.304,OUT045,2002,,Tier 2,Supermarket Type1,3751.72
NCL19,15.35,Low Fat,0.0157649,Others,141.147,OUT017,2007,,Tier 2,Supermarket Type1,2268.57
FDJ27,17.7,Regular,0.121876,Meat,100.367,OUT046,1997,Small,Tier 1,Supermarket Type1,1629.03
FDC45,17,low fat,0.135733,Fruits and Vegetables,169.911,OUT046,1997,Small,Tier 1,Supermarket Type1,1728.68
FDY40,15.5,Regular,0.0858188,Frozen Foods,51.2692,OUT035,2004,Small,Tier 2,Supermarket Type1,1055.62
NCM41,16.5,Low Fat,0.0356492,Health and Hygiene,91.912,OUT035,2004,Small,Tier 2,Supermarket Type1,1109.14
NCK18,,Low Fat,0.0117275,Household,164.518,OUT019,1985,Small,Tier 1,Grocery Store,1456.24
FDP37,15.6,Low Fat,0.143328,Breakfast,129.799,OUT049,1999,Medium,Tier 1,Supermarket Type1,2414.09
FDA27,,Regular,0.0307779,Dairy,255.567,OUT027,1985,Medium,Tier 3,Supermarket Type3,2681.13
NCX30,16.7,Low Fat,0.0266156,Household,247.478,OUT035,2004,Small,Tier 2,Supermarket Type1,4380.96
FDR09,18.25,Low Fat,0.0781642,Snack Foods,256.996,OUT017,2007,,Tier 2,Supermarket Type1,2906.91
FDG08,,Regular,0.164559,Fruits and Vegetables,172.676,OUT027,1985,Medium,Tier 3,Supermarket Type3,3022.94
NCU30,5.11,Low Fat,0.0348457,Household,164.621,OUT013,1987,High,Tier 3,Supermarket Type1,2777.22
FDB16,8.21,Low Fat,0.0451799,Dairy,87.8198,OUT017,2007,,Tier 2,Supermarket Type1,1111.95
FDM16,8.155,Regular,0.0337452,Frozen Foods,73.6354,OUT017,2007,,Tier 2,Supermarket Type1,1637.84
FDC48,9.195,Low Fat,0.0158461,Baking Goods,81.5592,OUT013,1987,High,Tier 3,Supermarket Type1,1676.61
